,書名,出版項,ISBN,價格
386,少年讀論語：世代必讀國學經典，輕鬆理解古文脈絡，作文應考得分關鍵（全套3冊）,未來出版,4711488870004," 1,260 "
387,少年讀論語1：孔門弟子不簡單,未來出版,9786263553798, 420 
388,少年讀論語2：跟著孔子腳步走,未來出版,9786263553804, 420 
389,少年讀論語3：孔子都在想什麼？,未來出版,9786263553811, 420 
390,少年讀諸子百家（全套5冊）,未來出版,4713510941850," 2,250 "
391,少年讀諸子百家1 孔子：仁的世界,未來出版,9789865254667, 450 
392,少年讀諸子百家2孟子：燃出善的火焰,未來出版,9789865254674, 450 
393,少年讀諸子百家3墨子：讓天下人都相愛,未來出版,9789865254681, 450 
394,少年讀諸子百家4老莊：水最柔弱也最強,未來出版,9789865254698, 450 
395,少年讀諸子百家5荀韓：天平上的禮和法,未來出版,9789865254704, 450 
396,少年讀歷史（全套4冊）,未來出版,4713510940686," 1,680 "
397,少年讀歷史1 ：皇帝陛下的成績單,未來出版,9786263550872, 420 
398,少年讀歷史2：丞相大人誰最優秀,未來出版,9786263550889, 420 
399,少年讀歷史3：幫大將軍打分數,未來出版,9786263550896, 420 
400,少年讀歷史4：大才子這一班,未來出版,9786263550902, 420 
401,神奇樹屋 1：恐龍谷大冒險（新版）,小天下,9789864796977, 168 
402,神奇樹屋 2：黑夜裡的騎士（新版）,小天下,9789864796984, 280 
403,神奇樹屋 3：木乃伊之謎（新版）,小天下,9789864796991, 280 
404,神奇樹屋 4：海盜的藏寶圖（新版）,小天下,9789864797004, 280 
405,神奇樹屋 5：忍者的祕密（新版）,小天下,9789864797011, 280 
406,神奇樹屋 6：雨林大驚奇（新版）,小天下,9789864797028, 280 
407,神奇樹屋 7：冰原上的劍齒虎（新版）,小天下,9789864797035, 280 
408,神奇樹屋 8：漫遊到月球（新版）,小天下,9789864797042, 280 
409,神奇樹屋 9：與海豚共舞（新版）,小天下,9789864797059, 280 
410,神奇樹屋10：鬼城裡的牛仔（新版）,小天下,9789864797066, 280 
411,神奇樹屋11：非洲草原逃生記（新版）,小天下,9789864797073, 280 
412,神奇樹屋12：愛上北極熊（新版）,小天下,9789864797080, 280 
413,神奇樹屋13：龐貝城的末日（新版）,小天下,9789864797097, 280 
414,神奇樹屋14：古墓裡的兵馬俑（新版）,小天下,9789864797103, 280 
415,神奇樹屋15：逃離維京海盜（新版）,小天下,9789864797110, 280 
416,神奇樹屋16：勇闖古奧運（新版）,小天下,9789864797127, 280 
417,神奇樹屋17：鐵達尼驚魂記（新版）,小天下,9789864797134, 280 
418,神奇樹屋18：印第安傳奇（新版）,小天下,9789864797141, 280 
419,神奇樹屋19：印度叢林大逃亡（新版）,小天下,9789864797165, 280 
420,神奇樹屋20：搶救無尾熊（新版）,小天下,9789864797172, 280 
421,神奇樹屋21：戰地裡的天使（新版）,小天下,9789864797189, 280 
422,神奇樹屋22：遇見華盛頓（新版）,小天下,9789864797196, 280 
423,神奇樹屋23：衝出龍捲風（新版）,小天下,9789864797202, 280 
424,神奇樹屋24：絕命大地震（新版）,小天下,9789864797219, 280 
425,神奇樹屋25：莎士比亞的舞台（新版）,小天下,9789864797226, 280 
426,神奇樹屋26：再見大猩猩（新版）,小天下,9789864797233, 280 
427,神奇樹屋27：難忘的感恩節（新版）,小天下,9789864797240, 280 
428,神奇樹屋28：逃出大海嘯（新版）,小天下,9789864797257, 280 
429,神奇樹屋29：消失的圓桌武士（新版）,小天下,9789864797264, 320 
430,神奇樹屋30：幽靈城堡的寶藏（新版）,小天下,9789864797271, 320 
431,神奇樹屋31：驚天大海怪（新版）,小天下,9789864797288, 320 
432,神奇樹屋32：獨眼冰巫師（新版）,小天下,9789864797295, 320 
433,神奇樹屋33：瘋狂嘉年華（新版）,小天下,9789864797301, 320 
434,神奇樹屋34：飛毯奇遇記（新版）,小天下,9789864797318, 320 
435,神奇樹屋35：魔法師大對決（新版）,小天下,9789864797325, 320 
436,神奇樹屋36：拯救獨角獸（新版）,小天下,9789864797332, 320 
437,神奇樹屋37：江戶城雲龍傳說（新版）,小天下,9789864797349, 320 
438,神奇樹屋38：瘋狂天才達文西（新版）,小天下,9789864797356, 320 
439,神奇樹屋39：深海大章魚（新版）,小天下,9789864797363, 320 
440,神奇樹屋40：擁抱南極企鵝（新版）,小天下,9789864797370, 320 
441,神奇樹屋41：月光下的魔笛（新版）,小天下,9789864797387, 320 
442,神奇樹屋42：鬼屋裡的音樂家（新版）,小天下,9789864797394, 320 
443,神奇樹屋43：愛爾蘭任務（新版）,小天下,9789864797400, 320 
444,神奇樹屋44：狄更斯的耶誕頌（新版）,小天下,9789864797417, 320 
445,神奇樹屋45：印度尋寶記（新版）,小天下,9789864797424, 320 
446,神奇樹屋46：阿爾卑斯山歷險 （新版）,小天下,9789864797431, 320 
447,神奇樹屋47：希望之父林肯（新版）,小天下,9789864797448, 320 
448,神奇樹屋48：大貓熊救援行動（新版）,小天下,9789864797455, 320 
449,神奇樹屋49：星光下的戰馬（新版）,小天下,9789864797462, 320 
450,神奇樹屋50：大魔術師胡迪尼（新版）,小天下,9789864797479, 320 
451,神奇樹屋51：南丁格爾的夢想（新版）,小天下,9789864797486, 320 
452,神奇樹屋52：星期天的足球賽（新版）,小天下,9789864797493, 320 
453,神奇樹屋53：鯨鯊大奇航（新版）,小天下,9789864797509, 320 
454,神奇樹屋54：極地冰狗任務（新版）,小天下,9789864797516, 320 
455,神奇樹屋55：尋找黃金龍,小天下,9789864797523, 320 
456,神奇樹屋中英雙語套書1 (1-8集),小天下,4713510948347," 2,128 "
457,神奇樹屋中英雙語套書2 (9-16集),小天下,4713510948354," 2,240 "
458,神奇樹屋中英雙語套書3 (17-24集),小天下,4713510948361," 2,240 "
459,神奇樹屋中英雙語套書4 (25-32集),小天下,4713510948378," 2,400 "
460,神奇樹屋中英雙語套書5 (33-40集),小天下,4713510948385," 2,560 "
461,神奇樹屋中英雙語套書6 (41-48集),小天下,4713510948392," 2,560 "
462,神奇樹屋中英雙語套書7 (49-55集),小天下,4713510948408," 2,240 "
463,神奇樹屋特別篇1：棒球的大日子（中英雙語）,小天下,9789865535964, 320 
464,神奇樹屋特別篇2：德州颶風英雄（中英雙語）,小天下,9789865254247, 320 
465,神奇樹屋特別篇3：羅馬皇帝的智慧（中英雙語）,小天下,9789865258542, 320 
466,神奇樹屋特別篇4：富蘭克林的決心（中英雙語）,小天下,9786263552838, 350 
467,神奇樹屋特別篇5：救出獨角鯨,小天下,9786263559356, 320 
468,超級創客任務1：勇闖生態系（中英雙語）,未來出版,9786263554085, 360 
469,超級創客任務2：神祕腦科學（中英雙語）,未來出版,9786263554092, 360 
470,超級創客任務3：聲波大震撼（中英雙語）,未來出版,9786263554108, 360 
471,100個耶誕老公公,小天下,9789864790838, 280 
472,12生肖動物童詩,小天下,9786263557536, 380 
473,上學快來不及了！（日本繪本獎、德國白烏鴉獎雙料大獎）,小天下,9786263558427, 380 
474,歡迎光臨！恐龍遊樂園,小天下,9786263558496, 380 
475,小小工程車真厲害！,小天下,9789865254513, 320 
476,小狐狸與熊寶：我真的很想贏,小天下,9786263551732, 360 
477,小狐狸與熊寶2：我會陪在你後面,小天下,9786263551749, 360 
478,小偷貓老大,小天下,9786263553620, 350 
479,小偷貓老大捕魚去,小天下,9786263557321, 350 
480,老鼠郵差：瑪麗安．杜布的觀察力養成繪本套書（全套3冊）(新版),小天下,4711488870387," 1,050 "
481,老鼠郵差去度假(新版),小天下,9786263557901, 350 
482,老鼠郵差去哪裡？(新版),小天下,9786263557918, 350 
483,老鼠郵差來了(新版),小天下,9786263557925, 350 
484,我們的友誼那麼多！記錄友情的12種圖表,小天下,9786263558663, 380 
485,星期三的麵包店,小天下,9786263558205, 380 
486,耶誕快樂，工程車,小天下,9789864798261, 350 
487,哪裡不舒服呢？,小天下,9786263558823, 360 
488,茶的時空之旅 五千年奇幻道路,小天下,9786263555655, 450 
489,偵探狗超級任務1：誰是超級英雄？,小天下,9786263556713, 320 
490,偵探狗超級任務2：找出蛋糕小偷,小天下,9786263556690, 320 
491,偵探狗超級任務3：神祕蛋事件,小天下,9786263556737, 320 
492,【偵探狗超級任務】動物知識推理繪本：動動腦、來辦案！ (共3冊),小天下,4711488870288, 960 
493,唱歌給貓聽,小天下,9786263554658, 380 
494,雪地裡的奇蹟 ,小天下,9786263555662, 360 
495,聖誕老公公變瘦了！,小天下,9789865255602, 350 
496,跟著大灰寶逛美術館,小天下,9786263553842, 380 
497,酷比的博物館(新版),小天下,9789863203766, 350 
498,貓熊小湯匙和貓熊平底鍋 ,小天下,9786263556775, 350 
499,轉個彎，心情不一樣,小天下,9786263557840, 350 
500,蠟筆小黑(新版),小天下,9789864796649, 300 
501,蠟筆小黑找妖怪(新版),小天下,9789864796663, 300 
502,蠟筆小黑和小小白,小天下,9789864796670, 300 
503,蠟筆小黑的神奇朋友(新版),小天下,9789864796656, 300 
504,蠟筆小黑成長繪本：幫助孩子建立自信、培養良好人際關係（共4冊）,小天下,4713510948286," 1,200 "
505,黑白神醫大麥町1：流浪狗變神醫,親子天下(童),9786263055766,320
506,黑白神醫大麥町2：老醫神駕到,親子天下(童),9786263055773,320
507,怪傑佐羅力63：歡迎光臨恐怖的妖怪慶典,親子天下(童),9786263055575,320
508,科學不思議6：生理時鐘滴答滴,親子天下(童),9786263054790,320
509,小行星遊戲書3：迷宮大挑戰,親子天下(童),9786263055704,360
510,神奇柑仔店15：冒牌的長髮公主餅乾,親子天下(童),9786263055780,330
511,神奇柑仔店16：忍者薑片的正面對決,親子天下(童),9786263055797,330
512,神奇柑仔店系列：歡迎光臨錢天堂 神奇柑仔店大圖鑑,親子天下(童),9786263055926,380
513,可可的新舊衣(藝術與生活繪本3),親子天下(童),9786263055940,360
514,大易的首映會(藝術與生活繪本4),親子天下(童),9786263055957,360
515,跨越極地山海間－首刷附作者印簽金句扉頁,親子天下(童),4717211035566,450
516,達克比與世界未解之謎1：水怪貓騎士,親子天下(童),9786263056046,360
517,美麗新世界：那些不能忘記的事──羅大里跨越時空的提醒,親子天下(童),9786263056299,350
518,美麗新世界：熊啊,親子天下(童),9786263056084,350
519,美麗新世界：貝雷的新衣,親子天下(童),9786263056091,350
520,窗邊的小荳荳(40週年紀念版),親子天下(童),9786263056244,500
521,怪獸與貝瑟妮,親子天下(童),9786263056039,400
522,丁小飛校園日記5：我要成為YouTuber,親子天下(童),9786263056282,320
523,丁小飛校園日記2：誰是最佳小隊長(十週年紀念版),親子天下(童),9786263056114,320
524,丁小飛校園日記3：副班長爭奪戰(十週年紀念版),親子天下(童),9786263056121,320
525,丁小飛校園日記4：聰明眼鏡(十週年紀念版),親子天下(童),9786263056138,320
526,科學不思議7：巧克力身世之謎,親子天下(童),9786263056350,450
527,小大人的公民素養課,親子天下(童),9786263056053,600
528,魔法十年屋5：無法施展的時間魔法,親子天下(童),9786263056503,330
529,魔法十年屋6：貓學徒的實習時間,親子天下(童),9786263056510,330
530,虎菇鍋,親子天下(童),9786263056459,500
531,13歲就開始：給中學生的成長型思維(男孩指南),親子天下(童),9786263056251,420
532,13歲就開始：給中學生的成長型思維(女孩指南),親子天下(童),9786263056268,420
533,魔法十年屋5+6套書(附贈十年屋限量珍藏雙面海報),親子天下(童),4717211035894,660
534,妖怪一族1：妖怪九十九搬新家,親子天下(童),9786263056596,320
535,妖怪一族2：夏日祭典驚魂記,親子天下(童),9786263056602,320
536,波波麗珍奶店2：網虹網紅變變變,親子天下(童),9786263056701,320
537,短耳兔1：我是短耳兔(SEL情緒素養典藏版),親子天下(童),9786263056718,360
538,短耳兔2：小象莎莎在哪裡？(SEL情緒素養典藏版),親子天下(童),9786263056725,360
539,短耳兔3：冬冬的考卷不見了(SEL情緒素養典藏版),親子天下(童),9786263056732,360
540,短耳兔4：麵包宅急便(SEL情緒素養典藏版),親子天下(童),9786263056756,360
541,瞎掰舊貨攤4：五彩大龍燈(完結篇－首刷附限量印簽扉頁),親子天下(童),4717211035955,350
542,瞎掰舊貨攤3：慧紋花鳥大布巾,親子天下(童),9786263056527,350
543,與成功有約的7個好習慣(隨書附贈好習慣養成計畫表＆習慣樹雙面海報),親子天下(童),9786263056763,480
544,神奇柑仔店番外篇：神祕可疑的天獄園,親子天下(童),9786263056794,330
545,你要說什麼？,親子天下(童),9786263056749,450
546,學校沒教的心理課：學習加分篇──打擊分心、增強記憶，學習效率大提升！,親子天下(童),9786263057159,400
547,學校沒教的心理課：自我成長篇──穩定情緒、突破盲點，華麗變身人氣王！,親子天下(童),9786263057166,400
548,不愛祕密的國王,親子天下(童),9786263057029,400
549,SEL繪本：三個橘色的點(自我覺察篇),親子天下(童),9786263057050,350
550,SEL繪本：賽米希的煩惱(自我覺察篇),親子天下(童),9786263056824,380
551,SEL繪本：這有什麼好怕的？(自我覺察篇),親子天下(童),9786263057012,350
552,怪傑佐羅力64：怪傑佐羅力地牢魔女的變身詛咒,親子天下(童),9786263057333,320
553,好心的國王(人權紀念版),親子天下(童),9786263057418,350
554,我愛你，管你怪不怪,親子天下(童),9786263057425,320
555,科學不思議：點亮螢火蟲之光,親子天下(童),9786263057708,320
556,達克比辦案14：莽原生死鬥,親子天下(童),9786263057715,380
557,穿越驚奇圖書館1,親子天下(童),9786263057135,350
558,穿越驚奇圖書館2,親子天下(童),9786263057142,350
559,借我啦！哼哼，尼尼才不要！,親子天下(童),9786263057876,300
560,尼尼要坐噗噗巴士!,親子天下(童),9786263057883,300
561,尼尼要上學！幼兒園的第一天,親子天下(童),9786263057890,300
562,跨域探險隊,親子天下(童),9786263058675,480
563,巴第市系列1：超級城市選拔賽(10週年紀念版),親子天下(童),9786263058545,330
564,巴第市系列2：間諜竊密事件簿(10週年紀念版),親子天下(童),9786263058552,330
565,巴第市系列3：怪客入侵大作戰(10週年紀念版),親子天下(童),9786263058569,330
566,KURORO宇宙探查隊１：消失的光之寶石(首刷版),親子天下(童),4717211036389,380
